Id,kwh
50736,0.08249438095238094
34811,0.1237106858108108
50245,0.15532966666666664
34677,0.09281094444444447
50520,0.1135325698560126
50295,0.0919343230644386
34274,0.23761252733785831
50702,0.09931735746606335
50385,0.1276297238095238
50355,0.0920164328042328
50774,0.03293478399081792
50829,0.031160666875833253
34602,0.022758184749851428
50461,0.02498486986815672
50621,0.02446105336670201
35159,0.013611540663171034
35859,0.02019143339765
35920,0.019399704721694798
35899,0.05884468669405303
35551,0.09922458886854506
34996,0.11735397747747753
35873,0.13125090909090903
35707,0.22390866666666667
35582,0.15215688888888884
35805,0.30713133333333337
34941,0.15330485555555562
35525,0.2031757637275006
35853,0.13609599999999997
34979,0.13288685964912283
35463,0.06941383452902794
35380,0.048428176311746444
35641,0.02477363702276867
36004,0.022342710279010802
35259,0.03422505045987079
36781,0.047789495139487013
36245,0.027164563414502844
37022,0.01807249293402767
37174,0.04247829718838642
36868,0.0889906666666666
36183,0.11283139316239321
36068,0.22018390909090912
36476,0.1388806437908496
36722,0.2773464215686275
37033,0.2533698882352941
37040,0.11709916917293234
37049,0.08988208823529414
36117,0.12158283333333339
37071,0.07384057393483708
36526,0.03496322158477214
36274,0.03689539790431924
37155,0.03298570447506116
36626,0.0338949582452582
36915,0.02888784461054486
37953,0.024565882428017362
35156,0.01811874972223583
38209,0.022855076314507002
38254,0.046784119786641175
38116,0.0872821896551724
38127,0.09837364170040486
37539,0.09695633365653951
37425,0.0961511111111111
37776,0.0798367830404889
37300,0.07437706349206351
37660,0.10687047619047618
37954,0.15672735746606337
37581,0.07936308823529416
38065,0.07929366666666668
37230,0.037688712289591794
37572,0.05171995493690855
37868,0.03033552233920882
37833,0.036274582847809794
37965,0.03773763932814081
39347,0.06108610902612195
39322,0.06767226316833704
39454,0.09486797222222217
38665,0.06001554654351332
38650,0.09868687394957978
35387,0.11596716666666669
39425,0.11420370833333328
38885,0.138542
38607,0.12156235964912283
39107,0.0896424215686274
39507,0.11524274999999999
38823,0.1325115277777778
39304,0.11347124999999995
39238,0.07214687887989206
38780,0.03768688341199969
38945,0.04191455019926072
39055,0.03951287402119203
38684,0.02581553323024796
39045,0.0263880910616091
39923,0.02453482361031291
40146,0.017884851546539633
40540,0.05351420792051651
39830,0.04015165649676189
40433,0.11140342156862745
40679,0.13315040803303305
40684,0.14110982478632475
39843,0.10869495921168204
39990,0.09819045608113817
40257,0.14788179391100698
39673,0.16166033333333332
40551,0.09507837028657624
40023,0.09514656326984999
40435,0.09215396753246756
40570,0.031176711694202844
40164,0.02066888556115987
39589,0.024855464182533104
40152,0.03960999992559972
39707,0.03822889520697058
41825,0.018890242396965674
41676,0.023380527552497515
41840,0.022653143691485602
41519,0.03858353245569322
40798,0.10851778571428568
41297,0.09286820833333331
35850,0.09549104166666667
41412,0.11955523076923075
41444,0.07910672993569898
41671,0.08704285964912283
41396,0.1879766666666666
41283,0.09471022649572651
40990,0.1074718333333334
41349,0.10887516666666669
41213,0.03710068486221596
41727,0.03150986884033078
40832,0.034091338901186576
40794,0.022645402267840203
41830,0.02320833786455956
42563,0.012859683385539106
42707,0.015567390347081775
42328,0.017911051717362982
42895,0.03871846680928217
42996,0.07624352298850572
42819,0.09829454166666667
42050,0.19301566666666667
49252,0.28970500000000005
42178,0.11826106060606058
42858,0.3795785000000001
42018,0.16309780555555559
42287,0.15364314227642273
53213,0.13310483333333334
42659,0.09970635964912285
42522,0.05485686128030962
42071,0.04711117634035762
42353,0.02875210124984705
42240,0.027751977613367847
41943,0.02690482639912576
43784,0.008875011636341789
43836,0.031056640232707343
43490,0.02010153011916021
43397,0.04435978413996815
43923,0.08927131045751631
43329,0.11760419856591285
44005,0.08071919347319347
43099,0.20723087878787877
43259,0.11914668995859216
43114,0.09195852020202022
43626,0.10871414548449654
43378,0.13419116666666672
43267,0.10483283333333336
43753,0.11094433898305091
44098,0.030438720237101435
43969,0.027360450244465935
44014,0.019408133444544087
43213,0.01701580206797347
43404,0.01872081281438848
45231,0.026317927538035333
45330,0.011744554005788192
45220,0.020868589446005833
44538,0.0398042010302224
44743,0.10173502298850569
44407,0.08157666416040103
45255,0.08825814035087717
44665,0.1012535342522974
45018,0.10445873443223444
45325,0.08923047619047622
44863,0.10121097649572654
44553,0.08064216666666665
45298,0.08157583333333335
45433,0.0852102294372294
44706,0.050346270300828416
45041,0.021798578019715666
45179,0.02900790957146525
45032,0.015144691271607946
45352,0.015571347493535179
45789,0.03628788601194006
45924,0.009017761170010165
45592,0.016188141270136888
46588,0.02313178503904082
46152,0.09782507273974947
45616,0.061136333333333334
46044,0.07696764536340854
46600,0.1252346929824561
46357,0.11435950887021477
46508,0.09294479458450049
46179,0.12434933333333331
46519,0.10936700000000003
46067,0.12228633333333327
45720,0.08957253196550698
46403,0.03808119625404905
45971,0.04686685347627886
46374,0.030321155215929686
46509,0.02546821904917189
46168,0.02630602661982803
47384,0.027999698764349025
47304,0.026416258826123577
47604,0.03284807559768118
47717,0.03459434890906514
47725,0.10160982828282825
47173,0.13173966666666662
47079,0.12606475457875463
47544,0.1143301119894598
46628,0.15167300000000003
47421,0.1729459251207729
47213,0.3205726666666665
46694,0.24712975595238107
47665,0.17628816666666666
47522,0.09164116666666672
47517,0.027964487099760852
47183,0.026107664224422348
47475,0.024430998767837626
47254,0.042847177689984084
46806,0.02671163240265156
54132,0.020339400236406055
47967,0.020567262584229286
48590,0.02881025961012578
48405,0.06298748909161292
48027,0.10989611471861468
48571,0.08994300000000001
47919,0.1032625882352942
47927,0.16326908369408372
48611,0.28096887750172544
48318,0.3577176666666669
51273,0.21545705555555558
47798,0.1579652136752136
48639,0.12421357142857144
48697,0.1406498484848485
47765,0.026407256880034122
47968,0.028321169019384435
48180,0.01885637245151608
48468,0.018393026098935512
48476,0.018306432798332647
49086,0.03164861779263227
49215,0.00910971033130538
49139,0.011802993043861594
49374,0.06263534796371628
49500,0.110093
48917,0.09407959090909093
49410,0.06275292407489311
49486,0.0717367607480239
49239,0.11358320152946465
49373,0.14258681357048747
37078,0.10746074206349204
49263,0.16015083333333333
49227,0.10456246376811594
49453,0.10340196190476193
48909,0.04625410701864032
49209,0.026858703551080613
49257,0.02428195554273406
49327,0.0237559078100512
49061,0.01596100519828209
49613,0.020844829444489538
49656,0.0065115837225379215
50027,0.029158667281687742
50111,0.02991907510321331
50163,0.0843078293275352
49543,0.09872299999999999
49533,0.12406039775910362
49671,0.3232743333333334
37461,0.28545434731058433
49804,0.1659815555555556
49723,0.19608949465811967
49861,0.12794676388888887
50114,0.15460137232620322
50084,0.14328553896103896
49607,0.029847181296626647
49973,0.02709145024899136
49621,0.027625004450572987
49692,0.025758825590086066
49772,0.025546989829516566
50183,0.039482268798418256
50691,0.023455756536945076
50462,0.021915629655464796
50530,0.06688847613082782
50167,0.09336980252100835
50208,0.09853299999999995
50243,0.09281599764940943
50234,0.20363144444444436
50466,0.13526150898121486
50389,0.21197911904761899
50207,0.09159715811965814
50346,0.10169788888888888
50291,0.11517874999999994
50486,0.08741091666666671
50763,0.04184167002399131
50772,0.03859551917216532
50571,0.023886358428684824
50283,0.03003477921726487
50351,0.030637738340853597
50939,0.05671987236733989
51133,0.06625034866008
51052,0.04010317297634973
37940,0.04931001447921452
51056,0.12936773568620383
56483,0.11113583333333335
51016,0.11077022222222217
50831,0.11128884126984122
50971,0.18254533115027383
50872,0.18257933333333332
50985,0.19265016666666657
50932,0.09151761111111113
51023,0.09893909090909096
50928,0.10173930107526884
51062,0.04535498684503611
51005,0.04452503328364205
51072,0.02362606812112781
50952,0.03851449475930918
50821,0.02207343980764072
51321,0.06595644567676538
51225,0.08154981324821094
51304,0.047018895376050994
51305,0.04803876654036392
51237,0.11665508029878607
51208,0.11150300000000002
51457,0.09648499999999993
51392,0.12721494011544013
51326,0.09236966666666671
56801,0.08920950000000001
51459,0.09909883333333337
51363,0.10269516666666675
51482,0.1353289761904762
51342,0.07332416666666668
51418,0.033429351924787694
51180,0.03312469310808612
51259,0.037221457203119444
51349,0.030184178991159896
51364,0.029314247145261495
51524,0.019980626594813703
51704,0.04772341448046651
51775,0.028577185072309694
51515,0.04296384517718794
51787,0.07281694958287993
51795,0.18597316666666658
51671,0.20004494871794862
51693,0.10645988888888887
51777,0.09269616666666668
51728,0.14666455555555558
51778,0.14195687728937725
51573,0.10008033333333334
51819,0.09250651515151521
51658,0.10529722222222228
51816,0.031290079631401756
51689,0.026822458002983388
51681,0.03159749919471209
51740,0.02627400514967421
51512,0.022771046640735246
52002,0.0427938559380405
52084,0.01826841902930363
51915,0.021928485788135152
52062,0.037165513839973935
51862,0.10491844958287994
52094,0.10906804402515727
57425,0.09866982539682541
52034,0.10238288194444448
52148,0.11957200000000004
51955,0.06331583282130059
52014,0.09586604761904763
52155,0.11289833333333339
51944,0.10262283333333334
52059,0.088788
52115,0.03168572395566076
52141,0.04640545822156875
51961,0.02353513419731994
52032,0.023477753616446412
51968,0.02336143278296753
52214,0.017455521533879838
52335,0.04622424888038799
52302,0.023677353537319895
52492,0.04520406028244366
52493,0.10038253781817405
52369,0.11073566666666666
52222,0.08099333333333333
52198,0.07365983333333333
52441,0.09199747619047621
52289,0.0979575933014354
52363,0.12821232972582974
52185,0.1474171111111111
52314,0.1069204761904762
52507,0.08812572964669738
52494,0.04340960502418659
52476,0.0187236698270125
52290,0.02008267072611136
52235,0.020666169562350848
52504,0.020545771815949018
52865,0.009652797483642969
52580,0.025903184232319913
52813,0.020834280770486036
52877,0.03708521118134042
52878,0.0734538333333333
52671,0.15850705263157894
52856,0.19364507142857143
52830,0.21468813852813845
52811,0.21851097186147184
52837,0.1741989
52719,0.3698273859649122
52707,0.2956707022880501
52550,0.13039548484848484
52713,0.10606057575757571
52646,0.04564616027767745
52625,0.02776082377686227
52555,0.02399770853879335
52678,0.02074018939220441
52584,0.051239803085467814
52972,0.01551292547872488
53030,0.025493130599573872
53203,0.020314504108817428
52980,0.044423474772052475
52990,0.08340616844305111
53034,0.0888717777777778
53171,0.20238816666666679
53150,0.2736093333333333
52987,0.2782768809523809
52928,0.14042771250971253
53047,0.17811866666666668
53095,0.12006483333333332
53163,0.08906509523809525
53148,0.1081495
53048,0.04669669181831095
53101,0.025103395508775654
52927,0.02630831001261315
53112,0.02004525142024773
53114,0.02184075412892566
53280,0.013464227874299586
53547,0.015843193244722074
53521,0.026759229536859355
53597,0.04758749084599657
53598,0.07114249999999997
58715,0.17748338596491223
53497,0.2516562857142857
53514,0.26960824242424236
53292,0.28040813131313136
53283,0.2992067757321499
53389,0.23322318181818186
53289,0.12788764035087719
53456,0.12957274242424247
53502,0.09107833333333329
53311,0.06226898509826587
53437,0.04355994511545467
53553,0.02547314295017536
53468,0.02073726657706562
53331,0.026555774855858333
53649,0.019436601127480538
53728,0.020172156937343776
54259,0.016245689143291178
54304,0.047908477661577846
53633,0.07672816666666665
54288,0.0923891666666667
54302,0.13123188529499846
54080,0.162122
53701,0.14739066666666664
53778,0.15137371428571428
53779,0.24549616666666665
53700,0.13736360256410252
53826,0.11652821428571429
54187,0.10732900000000005
54267,0.03419570284326173
53642,0.0452791131575702
54383,0.02400076166305047
53709,0.027375213817572526
54358,0.022308640124353744
54597,0.01572284684036993
54413,0.014883330876620604
54627,0.017343973933043384
54519,0.07633366661349282
54511,0.054861812121212127
54527,0.0956235
54663,0.12516442857142854
54540,0.1460389523809523
54638,0.14684933333333333
54518,0.2694875555555555
54666,0.1587153333333333
54457,0.14514783333333334
54460,0.13276683333333328
54405,0.11273766666666668
54593,0.04410111222480978
54709,0.04974283488116737
54482,0.03433389937854032
54414,0.03138710399221835
54634,0.027249477755583857
54907,0.013729574448486347
54833,0.01855801144275629
54949,0.02131617697598385
55017,0.053976990014232236
55018,0.11222349999999999
55037,0.12496300000000003
54863,0.14898849999999997
54854,0.15150177106227108
54878,0.15460299999999993
54928,0.17130042424242428
54920,0.1044991111111111
54968,0.10656074999999998
54729,0.14672833333333324
54799,0.095727
54957,0.04899593665035347
54873,0.04312876884889108
54797,0.026237564924826887
54913,0.02875274161148893
54918,0.026736737874858557
55314,0.03949094658344614
55332,0.04192103041263577
55171,0.02894119434889654
55065,0.03994467535281653
55341,0.09445049999999998
55098,0.1034486666666666
55100,0.10225549999999999
40729,0.19672602380952386
55217,0.17150183333333327
55345,0.1736609444444445
55180,0.17535933333333328
55274,0.14822666666666667
55311,0.127928
55239,0.09527641666666666
55264,0.041332269983686755
55249,0.03198614855841753
55336,0.04714995953034731
55302,0.04713445236345555
55286,0.028640778807884605
55507,0.01801984896752346
55530,0.017351686856454728
55391,0.023594865562250555
55652,0.03667325139505284
55653,0.06854700000000001
55617,0.12345608333333338
55560,0.1364964761904762
55645,0.14413333333333334
55433,0.18642561111111114
55662,0.26717549999999995
55372,0.25530533333333344
55588,0.13261909523809526
55628,0.09950492857142855
55578,0.09957983333333331
55375,0.029452007396966837
55387,0.021295418365404904
55561,0.023616065163465604
60313,0.019660736962331678
55401,0.020469333635399885
55714,0.026241347901220725
55723,0.026092812668799446
55943,0.013901559561221017
55698,0.04969043478656298
55832,0.08505316094420598
55733,0.2258049999999999
55928,0.28291783333333337
55795,0.3454268333333333
55975,0.35648716666666663
55891,0.306707238095238
55885,0.33785707142857146
55772,0.32018896031746025
55773,0.26661026190476184
55949,0.12825692857142862
55958,0.04053099999999996
55836,0.025596081818570267
55884,0.02248606713022826
55752,0.020740827339712366
55909,0.020103441986019526
56226,0.008319802040650227
56143,0.023508699372109153
56026,0.02385485464200658
56073,0.027682736400351043
56093,0.07909283333333329
56113,0.14949083333333324
56068,0.22943399999999997
56287,0.1983696666666666
56309,0.12816883333333334
56013,0.159528
56139,0.21071016666666664
56106,0.24970166666666657
56296,0.14135483333333335
56048,0.12053133333333335
56233,0.05088913256200845
56079,0.028214968853731214
56161,0.030365712014903398
56220,0.027715216612014926
56237,0.027958219848178843
56405,0.006378916637774187
56580,0.02101471495954537
56416,0.017863590620022032
56646,0.04868998290492101
56647,0.08230599999999998
56422,0.1790258333333333
56373,0.3251183571428571
56470,0.26835780952380967
56559,0.45615223809523825
56339,0.3674454285714285
56423,0.3757009047619049
56655,0.3102716666666668
56630,0.2305231904761903
56413,0.11826433333333332
56476,0.038982644723092964
56489,0.025365632056796397
56615,0.02025809447214047
56654,0.01965245601153791
56340,0.01910528556288553
56841,0.006454911778173269
56890,0.007440021235076982
56961,0.007783462356031796
56943,0.0467146439806023
56827,0.07764016094420599
56724,0.1597425
56679,0.18631497619047616
56795,0.21184683333333326
56900,0.16211916666666668
56812,0.2493275000000001
56899,0.21491266666666667
56959,0.3023023333333334
56823,0.15643419047619045
56908,0.10290507142857139
56736,0.052824809523809524
56751,0.02155018334925055
56773,0.023693692363941265
56934,0.02380136236869051
56982,0.02252598421290042
57289,0.018159554632715562
57124,0.01919630813603304
57202,0.02309964734033263
57259,0.0565190261576796
57062,0.08184016666666662
57245,0.18353471428571425
57053,0.23567700000000008
57195,0.20969116666666657
57167,0.23286438095238107
57223,0.26764833333333315
57312,0.3343171666666666
57187,0.195659
57248,0.16073999999999994
57315,0.10866508333333329
57070,0.025148600041510982
57316,0.020529402365581352
57299,0.02506668498099401
57038,0.02507162953540124
61914,0.023541382791129144
57349,0.015899744653082155
57378,0.01653684281758444
42645,0.01130502528097084
57638,0.09361163956141995
57474,0.07860533333333333
57605,0.1578803333333333
42646,0.1295033333333334
57622,0.33533583333333333
57370,0.20205666666666666
57485,0.29097009523809525
57453,0.2396289999999999
57434,0.26813533333333345
57352,0.13407316666666655
57450,0.09376449999999999
57556,0.040697666666666625
57644,0.02106571170510374
57332,0.022338933792834963
57538,0.022386724001791217
57480,0.02392111079622018
57871,0.04717789260289325
57791,0.04397833513481537
57845,0.04408477837665914
57796,0.055293762248050084
57968,0.09097499999999999
57864,0.16114283333333332
57949,0.15692516666666667
57905,0.23263666666666669
57738,0.17660483333333335
57799,0.17360033333333333
57938,0.12640740476190473
42831,0.1279346666666666
57899,0.14120116666666666
57960,0.09839449999999998
57820,0.043959268115942
57679,0.029706540809993968
57704,0.015405714497706596
57920,0.02903674250086534
57937,0.028106179129466505
58232,0.02754933250824999
57983,0.04710994806347792
58172,0.053104408332319025
58173,0.03994497011793371
58220,0.07977016666666664
58177,0.0993968333333333
58098,0.10164766666666665
58031,0.14435127777777773
58254,0.13237666666666673
58102,0.15273599999999996
58155,0.14019899999999993
58130,0.15059566666666666
58306,0.14250333333333334
58204,0.08020124999999999
58044,0.030305939809798926
58005,0.029575941695278392
58023,0.018953736935045783
57989,0.02877198891290194
58060,0.029861954781471668
58474,0.039271493794837985
58375,0.04876655549620156
58525,0.013570247788253952
58318,0.038581711759498656
58514,0.05051966666666667
58351,0.10453166666666665
58606,0.1289580079365079
58401,0.11526522222222227
58329,0.1309576388888889
58502,0.15739808333333336
58365,0.11616738888888876
58614,0.137243
58572,0.13141516666666667
58511,0.09876255555555556
58447,0.025901666666666646
58537,0.01873976927244622
58569,0.019715265256993596
58457,0.01870300540446259
58471,0.04731197234425499
58931,0.006904751163311682
58757,0.011468882318878089
58718,0.02000636993003381
58880,0.0793784835078953
58784,0.11263433333333339
58696,0.19781414285714274
58751,0.22805316666666667
58912,0.234067
58645,0.2879403333333334
63511,0.2902549761904762
58669,0.3095229047619046
58801,0.2708768333333333
58836,0.13283499999999998
58694,0.1469227380952381
58843,0.0356072222222222
58704,0.0253085107733662
58948,0.019361668900874582
58779,0.02004922642734072
58828,0.02089934214424089
59256,0.009095904617588108
59265,0.014801526579675359
59247,0.011028241490145405
59068,0.09338712239678411
59189,0.10004149999999999
59162,0.13470666666666664
58994,0.15554083333333332
59036,0.18361
59072,0.15951272222222224
59208,0.2509714285714286
59066,0.18037633333333333
59152,0.13022941666666663
59287,0.10842066666666664
59190,0.10111557142857143
59138,0.045638148346756655
59114,0.02256288198267888
59171,0.020056153517880017
59167,0.02284221637773373
58998,0.01665147564572443
59384,0.018787373858815102
59444,0.015197797616574978
59536,0.013970017823875993
59315,0.06484678428003035
59339,0.11245066666666664
59445,0.23850730952380936
59421,0.32924499999999995
59472,0.3593685000000001
59341,0.25024285714285727
59460,0.40005057142857153
59410,0.2968819047619047
59375,0.29074007142857156
59345,0.20858366666666656
59597,0.15851700000000005
59556,0.04081174242424239
59309,0.05123897850279095
59617,0.041837433683544735
59393,0.018982659441372996
59613,0.019166289254619308
59808,0.025080046942597266
59763,0.010884910272060557
59866,0.013405461709973145
59754,0.08440413494510876
59717,0.09797194444444444
59721,0.17422966666666675
59714,0.29641233333333333
59826,0.36656049999999996
59911,0.37161183333333336
59726,0.25652975
59905,0.28385683333333334
59870,0.2698385
59817,0.15789104761904763
59706,0.15857449999999998
59687,0.07404233333333332
59928,0.022687235694224085
59647,0.027813245831150923
59678,0.017264424828509758
59669,0.01788011136225739
60240,0.03189779363728786
60156,0.01141904282714111
59985,0.02167979947929493
60268,0.052998961211012184
60269,0.08453516666666663
60123,0.2599109047619048
60083,0.31180766666666665
60039,0.2424808333333333
59983,0.22572333333333333
60214,0.32736123809523804
60259,0.306759
60278,0.18390335714285722
60134,0.19652566666666668
60076,0.12516783333333337
60042,0.056039909090909085
60091,0.05408966559611183
60215,0.02229006437062079
60191,0.026859830980544574
60168,0.023388729563754637
60296,0.007409156062506698
60439,0.010934565074914193
60361,0.01953748804832629
60381,0.0971023203846799
60349,0.09315483333333333
60292,0.17266999999999993
60502,0.23063449999999996
60524,0.2278690000000001
60588,0.20187583333333328
60469,0.22531516666666665
60476,0.2063370238095239
60498,0.24613366666666675
60560,0.12466133333333335
60590,0.11502383333333338
60532,0.042904885281385266
60324,0.017602904973705848
60474,0.021781028738538107
60386,0.020028216143087533
60505,0.017158762397299618
60631,0.005213185957398741
60698,0.008671538760281271
60752,0.025872544658794138
60928,0.10756989653015529
60929,0.11776783333333331
60867,0.18355173076923087
60914,0.35086566666666674
60762,0.42978516666666655
60747,0.3405408333333333
60824,0.2767233333333333
60730,0.33918566666666655
60882,0.24013035714285724
60660,0.18881866666666663
60915,0.10301166666666668
60788,0.04203305555555554
60938,0.01990142144351202
60681,0.021953526158107618
60886,0.019978686297534624
60649,0.019069026832572035
61074,0.006718679985936723
60964,0.009469348006652084
61019,0.022577948307067223
61030,0.04752513749965983
61012,0.12460133333333337
60955,0.20577933333333334
61151,0.21509350000000002
61108,0.3001961666666666
61163,0.26364133333333334
61221,0.2791539047619047
61079,0.2826916666666666
61092,0.2562128333333334
60987,0.15673566666666666
61225,0.08248700000000002
61244,0.04259422222222217
61188,0.028828860185879282
61162,0.034510979356405944
61150,0.029146860959358433
61076,0.017091901179565248
61561,0.0058994232549338214
61472,0.009714160350232308
61297,0.01967288041718204
61448,0.07380166184375841
61489,0.12728492857142854
61534,0.1828745952380952
61533,0.34710849999999993
61338,0.3509563333333333
61522,0.3994638333333333
61520,0.408092380952381
61329,0.25610885714285725
61344,0.33795523809523814
61511,0.2247501666666666
61437,0.1317439523809524
61403,0.05723255555555555
61467,0.018379565914788353
61423,0.0174251148816699
61480,0.01542496192805386
61268,0.020384919452680034
61660,0.008663794495566812
61686,0.010783732181798676
61761,0.034879885904493244
61800,0.08192559940289
61875,0.08016816666666664
61873,0.1432556666666667
61752,0.22452149999999985
61847,0.2654041904761905
61818,0.28381999999999996
61672,0.4623936666666666
61886,0.4076775000000002
61784,0.3975513333333334
